exercise,utility,mechanics,force,target_muscles,synergist_muscles,stabilizer_muscles
Weighted 45° Back Raise (on hyperextension apparatus),AuxiliaryMechanicsIsolatedForcePull,IsolatedForcePull,Pull,['Hamstrings'],"['Gluteus MaximusAdductor Magnus', 'Adductor Magnus']","['Erector SpinaeLatissimus DorsiTeres MajorDeltoid, PosteriorTriceps, Long HeadBrachialisBrachioradialisBiceps BrachiiTrapezius, LowerTrapezius, MiddleRhomboids', 'Latissimus DorsiTeres MajorDeltoid, PosteriorTriceps, Long HeadBrachialisBrachioradialisBiceps BrachiiTrapezius, LowerTrapezius, MiddleRhomboids', 'Teres MajorDeltoid, PosteriorTriceps, Long HeadBrachialisBrachioradialisBiceps BrachiiTrapezius, LowerTrapezius, MiddleRhomboids', 'Deltoid, PosteriorTriceps, Long HeadBrachialisBrachioradialisBiceps BrachiiTrapezius, LowerTrapezius, MiddleRhomboids', 'Triceps, Long HeadBrachialisBrachioradialisBiceps BrachiiTrapezius, LowerTrapezius, MiddleRhomboids', 'BrachialisBrachioradialisBiceps BrachiiTrapezius, LowerTrapezius, MiddleRhomboids', 'BrachioradialisBiceps BrachiiTrapezius, LowerTrapezius, MiddleRhomboids', 'Biceps BrachiiTrapezius, LowerTrapezius, MiddleRhomboids', 'Trapezius, LowerTrapezius, MiddleRhomboids', 'Trapezius, MiddleRhomboids', 'Rhomboids']"
Suspended Single Leg Squat,Basic or AuxiliaryMechanicsCompoundForcePush,CompoundForcePush,Push,['Gluteus Maximus'],"['QuadricepsAdductor MagnusSoleusErector Spinae (see notes)', 'Adductor MagnusSoleusErector Spinae (see notes)', 'SoleusErector Spinae (see notes)', 'Erector Spinae (see notes)']","['Gluteus MediusGluteus MinimusQuadratus LumborumObliquesRectus AbdominisTrapezius, MiddleRhomboids', 'Gluteus MinimusQuadratus LumborumObliquesRectus AbdominisTrapezius, MiddleRhomboids', 'Quadratus LumborumObliquesRectus AbdominisTrapezius, MiddleRhomboids', 'ObliquesRectus AbdominisTrapezius, MiddleRhomboids', 'Rectus AbdominisTrapezius, MiddleRhomboids', 'Trapezius, MiddleRhomboids', 'Rhomboids']"
Weighted Chest Dip,BasicMechanicsCompoundForcePush,CompoundForcePush,Push,"['Pectoralis Major, Sternal']","['Deltoid, AnteriorTriceps BrachiiPectoralis Major, ClavicularPectoralis MinorRhomboidsLevator ScapulaeLatissimus DorsiTeres Major', 'Triceps BrachiiPectoralis Major, ClavicularPectoralis MinorRhomboidsLevator ScapulaeLatissimus DorsiTeres Major', 'Pectoralis Major, ClavicularPectoralis MinorRhomboidsLevator ScapulaeLatissimus DorsiTeres Major', 'Pectoralis MinorRhomboidsLevator ScapulaeLatissimus DorsiTeres Major', 'RhomboidsLevator ScapulaeLatissimus DorsiTeres Major', 'Levator ScapulaeLatissimus DorsiTeres Major', 'Latissimus DorsiTeres Major', 'Teres Major']","['Trapezius, Lower']"
"Lever Lying Leg Curl (on reverse hyper-extension machine, plate loaded)",BasicMechanicsIsolatedForcePull,IsolatedForcePull,Pull,['Hamstrings'],"['GastrocnemiusSartoriusGracilisPopliteus', 'SartoriusGracilisPopliteus', 'GracilisPopliteus', 'Popliteus']",['']
Lunge,Basic or AuxiliaryMechanicsCompoundForcePush,CompoundForcePush,Push,['Gluteus Maximus'],"['QuadricepsAdductor MagnusSoleus', 'Adductor MagnusSoleus', 'Soleus']","['Tibialis AnteriorGluteus MediusGluteus MinimusQuadratus LumborumObliques', 'Gluteus MediusGluteus MinimusQuadratus LumborumObliques', 'Gluteus MinimusQuadratus LumborumObliques', 'Quadratus LumborumObliques', 'Obliques']"
Barbell Side Split Squat,AuxiliaryMechanicsCompoundForcePush,CompoundForcePush,Push,['Quadriceps'],"['Gluteus MaximusAdductor Magnus (lead leg)Adductors (extended leg)Soleus', 'Adductor Magnus (lead leg)Adductors (extended leg)Soleus', 'Adductors (extended leg)Soleus', 'Soleus']","['Erector SpinaeGluteus MediusGluteus Minimus', 'Gluteus MediusGluteus Minimus', 'Gluteus Minimus']"
Weighted Neck Harness Extension,Basic or AuxiliaryMechanicsIsolatedForcePull,IsolatedForcePull,Pull,['Splenius'],"['Trapezius, UpperLevator ScapulaeErector Spinae, Cervicis & Capitis FibersSternocleidomastoid, Posterior Fibers', 'Levator ScapulaeErector Spinae, Cervicis & Capitis FibersSternocleidomastoid, Posterior Fibers', 'Erector Spinae, Cervicis & Capitis FibersSternocleidomastoid, Posterior Fibers', 'Sternocleidomastoid, Posterior Fibers']",['No significant stabilizers']
Lever Pullover,AuxiliaryMechanicsIsolatedForcePull,IsolatedForcePull,Pull,['Latissimus Dorsi'],"['Pectoralis Major, SternalPectoralis MinorTriceps, Long HeadTeres MajorDeltoid, PosteriorRhomboidsLevator Scapulae', 'Pectoralis MinorTriceps, Long HeadTeres MajorDeltoid, PosteriorRhomboidsLevator Scapulae', 'Triceps, Long HeadTeres MajorDeltoid, PosteriorRhomboidsLevator Scapulae', 'Teres MajorDeltoid, PosteriorRhomboidsLevator Scapulae', 'Deltoid, PosteriorRhomboidsLevator Scapulae', 'RhomboidsLevator Scapulae', 'Levator Scapulae']","['Trapezius, Lower']"
Lever Kneeling Leg Curl (plate loaded),BasicMechanicsIsolatedForcePull,IsolatedForcePull,Pull,['Hamstrings'],"['GastrocnemiusGracilisSartoriusPopliteus', 'GracilisSartoriusPopliteus', 'SartoriusPopliteus', 'Popliteus']","['Gluteus MediusGluteus Maximus', 'Gluteus Maximus']"
Cable Standing Rear Delt Row (stirrups),Basic or AuxiliaryMechanicsCompoundForcePull,CompoundForcePull,Pull,"['Deltoid, Posterior']","['InfraspinatusTeres MinorDeltoid, LateralTrapezius, MiddleTrapezius, LowerRhomboidsBrachialisBrachioradialis', 'Teres MinorDeltoid, LateralTrapezius, MiddleTrapezius, LowerRhomboidsBrachialisBrachioradialis', 'Deltoid, LateralTrapezius, MiddleTrapezius, LowerRhomboidsBrachialisBrachioradialis', 'Trapezius, MiddleTrapezius, LowerRhomboidsBrachialisBrachioradialis', 'Trapezius, LowerRhomboidsBrachialisBrachioradialis', 'RhomboidsBrachialisBrachioradialis', 'BrachialisBrachioradialis', 'Brachioradialis']",['Erector Spinae']
Barbell Single Leg Squat,AuxiliaryMechanicsCompoundForcePush,CompoundForcePush,Push,['Gluteus Maximus'],"['QuadricepsAdductor MagnusSoleusErector Spinae (see notes)', 'Adductor MagnusSoleusErector Spinae (see notes)', 'SoleusErector Spinae (see notes)', 'Erector Spinae (see notes)']","['Gluteus MediusGluteus MinimusQuadratus LumborumObliquesRectus Abdominis', 'Gluteus MinimusQuadratus LumborumObliquesRectus Abdominis', 'Quadratus LumborumObliquesRectus Abdominis', 'ObliquesRectus Abdominis', 'Rectus Abdominis']"
Lever Lying Hip Adduction,AuxiliaryMechanicsIsolatedForcePull,IsolatedForcePull,Pull,"['Adductors, Hip']","['PectineusGracilisGluteus Maximus, Lower Fibers', 'GracilisGluteus Maximus, Lower Fibers', 'Gluteus Maximus, Lower Fibers']",['No significant stabilizers']
Lever Lateral Raise,Basic or AuxiliaryMechanicsIsolatedForcePull,IsolatedForcePull,Pull,"['Deltoid, Lateral']","['Deltoid, AnteriorSupraspinatusTrapezius, MiddleTrapezius, LowerSerratus Anterior, Inferior Digitations', 'SupraspinatusTrapezius, MiddleTrapezius, LowerSerratus Anterior, Inferior Digitations', 'Trapezius, MiddleTrapezius, LowerSerratus Anterior, Inferior Digitations', 'Trapezius, LowerSerratus Anterior, Inferior Digitations', 'Serratus Anterior, Inferior Digitations']","['Trapezius, UpperLevator Scapulae', 'Levator Scapulae']"
Weighted Single Leg Squat,AuxiliaryMechanicsCompoundForcePush,CompoundForcePush,Push,['Gluteus Maximus'],"['QuadricepsAdductor MagnusSoleusErector Spinae (see notes)', 'Adductor MagnusSoleusErector Spinae (see notes)', 'SoleusErector Spinae (see notes)', 'Erector Spinae (see notes)']","['Gluteus MediusGluteus MinimusQuadratus LumborumObliquesRectus Abdominis', 'Gluteus MinimusQuadratus LumborumObliquesRectus Abdominis', 'Quadratus LumborumObliquesRectus Abdominis', 'ObliquesRectus Abdominis', 'Rectus Abdominis']"
Sled Seated Calf Press,BasicMechanicsIsolatedForcePush,IsolatedForcePush,Push,['Gastrocnemius'],['Soleus'],['No significant stabilizers']
Incline Sit-up,BasicMechanicsCompoundForcePull,CompoundForcePull,Pull,['Rectus Abdominis'],"['IliopsoasTensor Fasciae LataeRectus FemorisSartoriusObliques', 'Tensor Fasciae LataeRectus FemorisSartoriusObliques', 'Rectus FemorisSartoriusObliques', 'SartoriusObliques', 'Obliques']",['Tibialis Anterior']
Suspended One Arm Inverted Row,Basic or AuxiliaryMechanicsCompoundForcePull,CompoundForcePull,Pull,"['Back, General']","['Trapezius, MiddleTrapezius, LowerRhomboidsLatissimus DorsiTeres MajorDeltoid, PosteriorInfraspinatusTeres MinorBrachialisBrachioradialisPectoralis Major, Sternal', 'Trapezius, LowerRhomboidsLatissimus DorsiTeres MajorDeltoid, PosteriorInfraspinatusTeres MinorBrachialisBrachioradialisPectoralis Major, Sternal', 'RhomboidsLatissimus DorsiTeres MajorDeltoid, PosteriorInfraspinatusTeres MinorBrachialisBrachioradialisPectoralis Major, Sternal', 'Latissimus DorsiTeres MajorDeltoid, PosteriorInfraspinatusTeres MinorBrachialisBrachioradialisPectoralis Major, Sternal', 'Teres MajorDeltoid, PosteriorInfraspinatusTeres MinorBrachialisBrachioradialisPectoralis Major, Sternal', 'Deltoid, PosteriorInfraspinatusTeres MinorBrachialisBrachioradialisPectoralis Major, Sternal', 'InfraspinatusTeres MinorBrachialisBrachioradialisPectoralis Major, Sternal', 'Teres MinorBrachialisBrachioradialisPectoralis Major, Sternal', 'BrachialisBrachioradialisPectoralis Major, Sternal', 'BrachioradialisPectoralis Major, Sternal', 'Pectoralis Major, Sternal']","['Erector SpinaeGluteus MaximusHamstrings', 'Gluteus MaximusHamstrings', 'Hamstrings']"
Weighted Crunch (on stability ball),AuxiliaryMechanicsIsolatedForcePull,IsolatedForcePull,Pull,['Rectus Abdominis'],['Obliques'],['No significant stabilizers']
Weighted Pull-up,BasicMechanicsCompoundForcePull,CompoundForcePull,Pull,['Latissimus Dorsi'],"['BrachialisBrachioradialisBiceps BrachiiTeres MajorDeltoid, PosteriorInfraspinatusTeres MinorRhomboidsLevator ScapulaeTrapezius, LowerTrapezius, MiddlePectoralis Minor', 'BrachioradialisBiceps BrachiiTeres MajorDeltoid, PosteriorInfraspinatusTeres MinorRhomboidsLevator ScapulaeTrapezius, LowerTrapezius, MiddlePectoralis Minor', 'Biceps BrachiiTeres MajorDeltoid, PosteriorInfraspinatusTeres MinorRhomboidsLevator ScapulaeTrapezius, LowerTrapezius, MiddlePectoralis Minor', 'Teres MajorDeltoid, PosteriorInfraspinatusTeres MinorRhomboidsLevator ScapulaeTrapezius, LowerTrapezius, MiddlePectoralis Minor', 'Deltoid, PosteriorInfraspinatusTeres MinorRhomboidsLevator ScapulaeTrapezius, LowerTrapezius, MiddlePectoralis Minor', 'InfraspinatusTeres MinorRhomboidsLevator ScapulaeTrapezius, LowerTrapezius, MiddlePectoralis Minor', 'Teres MinorRhomboidsLevator ScapulaeTrapezius, LowerTrapezius, MiddlePectoralis Minor', 'RhomboidsLevator ScapulaeTrapezius, LowerTrapezius, MiddlePectoralis Minor', 'Levator ScapulaeTrapezius, LowerTrapezius, MiddlePectoralis Minor', 'Trapezius, LowerTrapezius, MiddlePectoralis Minor', 'Trapezius, MiddlePectoralis Minor', 'Pectoralis Minor']",['']
Lever Lying Fly,AuxiliaryMechanicsIsolatedForcePush,IsolatedForcePush,Push,"['Pectoralis Major, Sternal']","['Pectoralis Major, ClavicularPectoralis MinorDeltoid, AnteriorSerratus Anterior', 'Pectoralis MinorDeltoid, AnteriorSerratus Anterior', 'Deltoid, AnteriorSerratus Anterior', 'Serratus Anterior']",['No significant stabilizers']
Lever 45° Leg Press (plate loaded),BasicMechanicsCompoundForcePush,CompoundForcePush,Push,['Quadriceps'],"['Gluteus MaximusAdductor MagnusSoleus', 'Adductor MagnusSoleus', 'Soleus']",['']
Lever Incline Chest Press (plate loaded),Basic or AuxiliaryMechanicsCompoundForcePush,CompoundForcePush,Push,"['Pectoralis Major, Clavicular']","['Pectoralis Major, SternalDeltoid, AnteriorTriceps Brachii', 'Deltoid, AnteriorTriceps Brachii', 'Triceps Brachii']",['']
Lever Incline Chest Press,Basic or AuxiliaryMechanicsCompoundForcePush,CompoundForcePush,Push,"['Pectoralis Major, Clavicular']","['Pectoralis Major, SternalDeltoid, AnteriorTriceps Brachii', 'Deltoid, AnteriorTriceps Brachii', 'Triceps Brachii']",['']
Bench Dip,BasicMechanicsCompoundForcePush,CompoundForcePush,Push,['Triceps Brachii'],"['Deltoid, AnteriorPectoralis Major, SternalPectoralis Major, ClavicularPectoralis MinorRhomboidsLevator ScapulaeLatissimus Dorsi', 'Pectoralis Major, SternalPectoralis Major, ClavicularPectoralis MinorRhomboidsLevator ScapulaeLatissimus Dorsi', 'Pectoralis Major, ClavicularPectoralis MinorRhomboidsLevator ScapulaeLatissimus Dorsi', 'Pectoralis MinorRhomboidsLevator ScapulaeLatissimus Dorsi', 'RhomboidsLevator ScapulaeLatissimus Dorsi', 'Levator ScapulaeLatissimus Dorsi', 'Latissimus Dorsi']","['Trapezius, Lower']"
Smith Shrug,BasicMechanicsIsolatedForcePull,IsolatedForcePull,Pull,"['Trapezius, Upper']","['Trapezius, MiddleLevator Scapulae', 'Levator Scapulae']",['Erector Spinae']
Dumbbell Front Lateral Raise,AuxiliaryMechanicsIsolatedForcePull,IsolatedForcePull,Pull,['Supraspinatus'],"['Deltoid, LateralDeltoid, AnteriorTrapezius, MiddleTrapezius, LowerSerratus Anterior', 'Deltoid, AnteriorTrapezius, MiddleTrapezius, LowerSerratus Anterior', 'Trapezius, MiddleTrapezius, LowerSerratus Anterior', 'Trapezius, LowerSerratus Anterior', 'Serratus Anterior']","['Trapezius, UpperWrist Extensors', 'Wrist Extensors']"
Weighted Incline Straight Leg Raise,AuxiliaryMechanicsIsolatedForcePull,IsolatedForcePull,Pull,['Iliopsoas'],"['Tensor Fasciae LataeSartoriusPectineusRectus FemorisAdductor LongusAdductor Brevis', 'SartoriusPectineusRectus FemorisAdductor LongusAdductor Brevis', 'PectineusRectus FemorisAdductor LongusAdductor Brevis', 'Rectus FemorisAdductor LongusAdductor Brevis', 'Adductor LongusAdductor Brevis', 'Adductor Brevis']","['Rectus AbdominisObliquesQuadricepsPectoralis Major, SternalLatissimus DorsiTeres MajorDeltoid, PosteriorTriceps, Long Head', 'ObliquesQuadricepsPectoralis Major, SternalLatissimus DorsiTeres MajorDeltoid, PosteriorTriceps, Long Head', 'QuadricepsPectoralis Major, SternalLatissimus DorsiTeres MajorDeltoid, PosteriorTriceps, Long Head', 'Pectoralis Major, SternalLatissimus DorsiTeres MajorDeltoid, PosteriorTriceps, Long Head', 'Latissimus DorsiTeres MajorDeltoid, PosteriorTriceps, Long Head', 'Teres MajorDeltoid, PosteriorTriceps, Long Head', 'Deltoid, PosteriorTriceps, Long Head', 'Triceps, Long Head']"
Cable Bent-over Pullover,AuxiliaryMechanicsIsolatedForcePull,IsolatedForcePull,Pull,['Latissimus Dorsi'],"['Pectoralis Major, SternalTriceps, Long HeadTeres MajorDeltoid, PosteriorRhomboidsLevator ScapulaePectoralis Minor', 'Triceps, Long HeadTeres MajorDeltoid, PosteriorRhomboidsLevator ScapulaePectoralis Minor', 'Teres MajorDeltoid, PosteriorRhomboidsLevator ScapulaePectoralis Minor', 'Deltoid, PosteriorRhomboidsLevator ScapulaePectoralis Minor', 'RhomboidsLevator ScapulaePectoralis Minor', 'Levator ScapulaePectoralis Minor', 'Pectoralis Minor']","['Triceps BrachiiPectoralis Major, ClavicularRectus AbdominisObliquesWrist Flexors', 'Pectoralis Major, ClavicularRectus AbdominisObliquesWrist Flexors', 'Rectus AbdominisObliquesWrist Flexors', 'ObliquesWrist Flexors', 'Wrist Flexors']"
Cable Decline Fly,AuxiliaryMechanicsIsolatedForcePush,IsolatedForcePush,Push,"['Pectoralis Major, Sternal']","['Pectoralis Major, ClavicularDeltoid, AnteriorBiceps Brachii, Short Head', 'Deltoid, AnteriorBiceps Brachii, Short Head', 'Biceps Brachii, Short Head']","['Biceps BrachiiBrachialisTriceps BrachiiWrist Flexors', 'BrachialisTriceps BrachiiWrist Flexors', 'Triceps BrachiiWrist Flexors', 'Wrist Flexors']"
Push-up (on knees),Basic or AuxiliaryMechanicsCompoundForcePush,CompoundForcePush,Push,"['Pectoralis Major, Sternal']","['Pectoralis Major, ClavicularDeltoid, AnteriorTriceps Brachii', 'Deltoid, AnteriorTriceps Brachii', 'Triceps Brachii']","['Serratus AnteriorPectoralis MinorRectus AbdominisObliques', 'Pectoralis MinorRectus AbdominisObliques', 'Rectus AbdominisObliques', 'Obliques']"
Sled Seated Leg Press,BasicMechanicsCompoundForcePush,CompoundForcePush,Push,['Gluteus Maximus'],"['QuadricepsAdductor MagnusSoleus', 'Adductor MagnusSoleus', 'Soleus']",['']
Dumbbell Pullover,AuxiliaryMechanicsIsolatedForcePush,IsolatedForcePush,Push,"['Pectoralis Major, Sternal']","['Latissimus DorsiTeres MajorTriceps, Long HeadDeltoid, PosteriorPectoralis MinorRhomboidsLevator Scapulae', 'Teres MajorTriceps, Long HeadDeltoid, PosteriorPectoralis MinorRhomboidsLevator Scapulae', 'Triceps, Long HeadDeltoid, PosteriorPectoralis MinorRhomboidsLevator Scapulae', 'Deltoid, PosteriorPectoralis MinorRhomboidsLevator Scapulae', 'Pectoralis MinorRhomboidsLevator Scapulae', 'RhomboidsLevator Scapulae', 'Levator Scapulae']","['Triceps BrachiiDeltoid, AnteriorPectoralis Major, ClavicularWrist Flexors', 'Deltoid, AnteriorPectoralis Major, ClavicularWrist Flexors', 'Pectoralis Major, ClavicularWrist Flexors', 'Wrist Flexors']"
Band-assisted Inverse Leg Curl,BasicMechanicsIsolatedForcePull,IsolatedForcePull,Pull,['Hamstrings'],"['GastrocnemiusGracilisSartoriusPopliteus', 'GracilisSartoriusPopliteus', 'SartoriusPopliteus', 'Popliteus']","['Gluteus MaximusAdductor MagnusErector Spinae', 'Adductor MagnusErector Spinae', 'Erector Spinae']"
Incline Rear Bridge,AuxiliaryMechanicsIsolatedForcePush,IsolatedForcePush,Push,['Erector Spinae'],[''],"['Gluteus MaximusHamstringsTriceps BrachiiTrapezius, MiddleTrapezius, LowerRhomboidsLevator ScapulaeLatissimus Dorsi', 'HamstringsTriceps BrachiiTrapezius, MiddleTrapezius, LowerRhomboidsLevator ScapulaeLatissimus Dorsi', 'Triceps BrachiiTrapezius, MiddleTrapezius, LowerRhomboidsLevator ScapulaeLatissimus Dorsi', 'Trapezius, MiddleTrapezius, LowerRhomboidsLevator ScapulaeLatissimus Dorsi', 'Trapezius, LowerRhomboidsLevator ScapulaeLatissimus Dorsi', 'RhomboidsLevator ScapulaeLatissimus Dorsi', 'Levator ScapulaeLatissimus Dorsi', 'Latissimus Dorsi']"
Suspended Twisting Jack-knife,Basic or AuxiliaryMechanicsCompoundForcePull,CompoundForcePull,Pull,['Obliques'],"['IliopsoasTensor Fasciae LataeSartoriusPectineusAdductor LongusAdductor BrevisQuadratus lumborumIliocastalis lumborumIliocastalis thoracis', 'Tensor Fasciae LataeSartoriusPectineusAdductor LongusAdductor BrevisQuadratus lumborumIliocastalis lumborumIliocastalis thoracis', 'SartoriusPectineusAdductor LongusAdductor BrevisQuadratus lumborumIliocastalis lumborumIliocastalis thoracis', 'PectineusAdductor LongusAdductor BrevisQuadratus lumborumIliocastalis lumborumIliocastalis thoracis', 'Adductor LongusAdductor BrevisQuadratus lumborumIliocastalis lumborumIliocastalis thoracis', 'Adductor BrevisQuadratus lumborumIliocastalis lumborumIliocastalis thoracis', 'Quadratus lumborumIliocastalis lumborumIliocastalis thoracis', 'Iliocastalis lumborumIliocastalis thoracis', 'Iliocastalis thoracis']","['Rectus AbdominisPectoralis MajorSerratus AnteriorDeltoid, AnteriorTriceps BrachiiQuadriceps', 'Pectoralis MajorSerratus AnteriorDeltoid, AnteriorTriceps BrachiiQuadriceps', 'Serratus AnteriorDeltoid, AnteriorTriceps BrachiiQuadriceps', 'Deltoid, AnteriorTriceps BrachiiQuadriceps', 'Triceps BrachiiQuadriceps', 'Quadriceps']"
Cable Curl,BasicMechanicsIsolatedForcePull,IsolatedForcePull,Pull,['Biceps Brachii'],"['BrachialisBrachioradialis', 'Brachioradialis']","['Deltoid, AnteriorTrapezius, UpperTrapezius, MiddleLevator ScapulaeWrist Flexors', 'Trapezius, UpperTrapezius, MiddleLevator ScapulaeWrist Flexors', 'Trapezius, MiddleLevator ScapulaeWrist Flexors', 'Levator ScapulaeWrist Flexors', 'Wrist Flexors']"
Dumbbell Pullover (on apparatus),AuxiliaryMechanicsIsolatedForcePush,IsolatedForcePush,Push,"['Pectoralis Major, Sternal']",[],"['Triceps BrachiiDeltoid, AnteriorPectoralis Major, ClavicularWrist Flexors', 'Deltoid, AnteriorPectoralis Major, ClavicularWrist Flexors', 'Pectoralis Major, ClavicularWrist Flexors', 'Wrist Flexors']"
Self-assisted Single Leg Squat (leg wrapped),Basic or AuxiliaryMechanicsCompoundForcePush,CompoundForcePush,Push,['Gluteus Maximus'],"['QuadricepsAdductor MagnusSoleus', 'Adductor MagnusSoleus', 'Soleus']","['Erector SpinaeGluteus MediusGluteus MinimusQuadratus LumborumObliquesRectus Abdominis', 'Gluteus MediusGluteus MinimusQuadratus LumborumObliquesRectus Abdominis', 'Gluteus MinimusQuadratus LumborumObliquesRectus Abdominis', 'Quadratus LumborumObliquesRectus Abdominis', 'ObliquesRectus Abdominis', 'Rectus Abdominis']"
Step-up,Basic or AuxiliaryMechanicsCompoundForcePush,CompoundForcePush,Push,['Gluteus Maximus'],"['QuadricepsAdductor MagnusSoleusGastrocnemius (Second Leg)', 'Adductor MagnusSoleusGastrocnemius (Second Leg)', 'SoleusGastrocnemius (Second Leg)', 'Gastrocnemius (Second Leg)']","['Erector SpinaeTrapezius, UpperTrapezius, MiddleLevator ScapulaeGluteus MediusGluteus MinimusQuadratus LumborumObliques', 'Trapezius, UpperTrapezius, MiddleLevator ScapulaeGluteus MediusGluteus MinimusQuadratus LumborumObliques', 'Trapezius, MiddleLevator ScapulaeGluteus MediusGluteus MinimusQuadratus LumborumObliques', 'Levator ScapulaeGluteus MediusGluteus MinimusQuadratus LumborumObliques', 'Gluteus MediusGluteus MinimusQuadratus LumborumObliques', 'Gluteus MinimusQuadratus LumborumObliques', 'Quadratus LumborumObliques', 'Obliques']"
