exercise,utility,mechanics,force,target_muscles,synergist_muscles,stabilizer_muscles
Weighted Front Squat,AuxiliaryMechanicsCompoundForcePush,CompoundForcePush,Push,['Quadriceps'],"['Gluteus MaximusAdductor MagnusSoleus', 'Adductor MagnusSoleus', 'Soleus']","['Erector SpinaeDeltoid, AnteriorDeltoid, LateralSupraspinatusPectoralis Major, ClavicularTrapezius, UpperTrapezius, MiddleLevator ScapulaeTrapezius, LowerSerratus AnteriorBrachioradialisBrachialisBiceps Brachii', 'Deltoid, AnteriorDeltoid, LateralSupraspinatusPectoralis Major, ClavicularTrapezius, UpperTrapezius, MiddleLevator ScapulaeTrapezius, LowerSerratus AnteriorBrachioradialisBrachialisBiceps Brachii', 'Deltoid, LateralSupraspinatusPectoralis Major, ClavicularTrapezius, UpperTrapezius, MiddleLevator ScapulaeTrapezius, LowerSerratus AnteriorBrachioradialisBrachialisBiceps Brachii', 'SupraspinatusPectoralis Major, ClavicularTrapezius, UpperTrapezius, MiddleLevator ScapulaeTrapezius, LowerSerratus AnteriorBrachioradialisBrachialisBiceps Brachii', 'Pectoralis Major, ClavicularTrapezius, UpperTrapezius, MiddleLevator ScapulaeTrapezius, LowerSerratus AnteriorBrachioradialisBrachialisBiceps Brachii', 'Trapezius, UpperTrapezius, MiddleLevator ScapulaeTrapezius, LowerSerratus AnteriorBrachioradialisBrachialisBiceps Brachii', 'Trapezius, MiddleLevator ScapulaeTrapezius, LowerSerratus AnteriorBrachioradialisBrachialisBiceps Brachii', 'Levator ScapulaeTrapezius, LowerSerratus AnteriorBrachioradialisBrachialisBiceps Brachii', 'Trapezius, LowerSerratus AnteriorBrachioradialisBrachialisBiceps Brachii', 'Serratus AnteriorBrachioradialisBrachialisBiceps Brachii', 'BrachioradialisBrachialisBiceps Brachii', 'BrachialisBiceps Brachii', 'Biceps Brachii']"
Barbell Single Leg Split Squat,AuxiliaryMechanicsCompoundForcePush,CompoundForcePush,Push,['Quadriceps'],"['Gluteus MaximusAdductor MagnusSoleus', 'Adductor MagnusSoleus', 'Soleus']","['Erector SpinaeGluteus MediusGluteus Minimus', 'Gluteus MediusGluteus Minimus', 'Gluteus Minimus']"
Lever Single Leg Split V-Squat,AuxiliaryMechanicsCompoundForcePush,CompoundForcePush,Push,['Quadriceps'],"['Gluteus MaximusAdductor MagnusSoleus', 'Adductor MagnusSoleus', 'Soleus']","['Gluteus MediusGluteus MinimusQuadratus LumborumObliques', 'Gluteus MinimusQuadratus LumborumObliques', 'Quadratus LumborumObliques', 'Obliques']"
Dumbbell Incline Shoulder Raise,AuxiliaryMechanicsIsolatedForcePush,IsolatedForcePush,Push,['Serratus Anterior'],"['Pectoralis Major, Clavicular']","['Deltoid, AnteriorTriceps Brachii', 'Triceps Brachii']"
Lever Seated Crunch (chest pad),AuxiliaryMechanicsIsolatedForcePull or Push,IsolatedForcePull or Push,Pull or Push,['Rectus Abdominis'],['Obliques'],['No significant stabilizers']
Lever Alternating Leg Extension (plate loaded),AuxiliaryMechanicsIsolatedForcePush,IsolatedForcePush,Push,['Quadriceps'],['None'],"['Trapezius, UpperTrapezius, MiddleLevator Scapulae', 'Trapezius, MiddleLevator Scapulae', 'Levator Scapulae']"
Alternating Step Down,AuxiliaryMechanicsCompoundForcePush,CompoundForcePush,Push,['Quadriceps'],"['Gluteus MaximusAdductor MagnusSoleusGastrocnemius (following leg)', 'Adductor MagnusSoleusGastrocnemius (following leg)', 'SoleusGastrocnemius (following leg)', 'Gastrocnemius (following leg)']","['Erector SpinaeGluteus MediusGluteus MinimusQuadratus LumborumObliques', 'Gluteus MediusGluteus MinimusQuadratus LumborumObliques', 'Gluteus MinimusQuadratus LumborumObliques', 'Quadratus LumborumObliques', 'Obliques']"
Cable Split Squat (belt),AuxiliaryMechanicsCompoundForcePush,CompoundForcePush,Push,['Quadriceps'],"['Gluteus MaximusAdductor MagnusSoleus', 'Adductor MagnusSoleus', 'Soleus']",['']
Barbell Straight-back Stiff-leg Deadlift,AuxiliaryMechanicsIsolatedForcePull,IsolatedForcePull,Pull,['Gluteus Maximus'],"['HamstringsAdductor Magnus', 'Adductor Magnus']","['Erector SpinaeQuadricepsTrapezius, MiddleRhomboidsLatissimus DorsiTrapezius, UpperLevator ScapulaeTrapezius, Lower', 'QuadricepsTrapezius, MiddleRhomboidsLatissimus DorsiTrapezius, UpperLevator ScapulaeTrapezius, Lower', 'Trapezius, MiddleRhomboidsLatissimus DorsiTrapezius, UpperLevator ScapulaeTrapezius, Lower', 'RhomboidsLatissimus DorsiTrapezius, UpperLevator ScapulaeTrapezius, Lower', 'Latissimus DorsiTrapezius, UpperLevator ScapulaeTrapezius, Lower', 'Trapezius, UpperLevator ScapulaeTrapezius, Lower', 'Levator ScapulaeTrapezius, Lower', 'Trapezius, Lower']"
Ball Crunch (on stability ball),AuxiliaryMechanicsIsolatedForcePull,IsolatedForcePull,Pull,['Rectus Abdominis'],['Obliques'],['No significant stabilizers']
Dumbbell One Arm Straight Leg Deadlift,Basic or AuxiliaryMechanicsCompoundForcePull,CompoundForcePull,Pull,['Erector Spinae'],"['ObliquesQuadratus lumborumHamstringsGluteus MaximusAdductor Magnus', 'Quadratus lumborumHamstringsGluteus MaximusAdductor Magnus', 'HamstringsGluteus MaximusAdductor Magnus', 'Gluteus MaximusAdductor Magnus', 'Adductor Magnus']","['Trapezius, MiddleRhomboidsLatissimus DorsiTrapezius, UpperLevator ScapulaeTrapezius, Lower', 'RhomboidsLatissimus DorsiTrapezius, UpperLevator ScapulaeTrapezius, Lower', 'Latissimus DorsiTrapezius, UpperLevator ScapulaeTrapezius, Lower', 'Trapezius, UpperLevator ScapulaeTrapezius, Lower', 'Levator ScapulaeTrapezius, Lower', 'Trapezius, Lower']"
Lever Seated Forearm Supination,AuxiliaryMechanicsIsolatedForcePull,IsolatedForcePull,Pull,['Supinator'],['Biceps Brachii'],['']
Dumbbell Push Crunch,AuxiliaryMechanicsIsolatedForcePush,IsolatedForcePush,Push,['Rectus Abdominis'],['Obliques'],"['Pectoralis Major, SternalPectoralis Major, ClavicularPectoralis MinorSerratus AnteriorTriceps Brachii', 'Pectoralis Major, ClavicularPectoralis MinorSerratus AnteriorTriceps Brachii', 'Pectoralis MinorSerratus AnteriorTriceps Brachii', 'Serratus AnteriorTriceps Brachii', 'Triceps Brachii']"
"45° Hyperextension (across bench, arms up)",Basic or AuxiliaryMechanicsCompoundForcePull,CompoundForcePull,Pull,['Erector Spinae'],"['Gluteus MaximusHamstringsAdductor Magnus', 'HamstringsAdductor Magnus', 'Adductor Magnus']",['No significant stabilizers']
Incline Push-up (on bar),Basic or AuxiliaryMechanicsCompoundForcePush,CompoundForcePush,Push,"['Pectoralis Major, Sternal']","['Pectoralis Major, ClavicularDeltoid, AnteriorTriceps Brachii', 'Deltoid, AnteriorTriceps Brachii', 'Triceps Brachii']","['Rectus AbdominisObliquesPectoralis MinorSerratus AnteriorQuadricepsGastrocnemiusSoleus', 'ObliquesPectoralis MinorSerratus AnteriorQuadricepsGastrocnemiusSoleus', 'Pectoralis MinorSerratus AnteriorQuadricepsGastrocnemiusSoleus', 'Serratus AnteriorQuadricepsGastrocnemiusSoleus', 'QuadricepsGastrocnemiusSoleus', 'GastrocnemiusSoleus', 'Soleus']"
Suspended Reclining Squat,BasicMechanicsCompoundForcePush,CompoundForcePush,Push,['Gluteus Maximus'],"['QuadricepsAdductor MagnusSoleus', 'Adductor MagnusSoleus', 'Soleus']",['']
Dumbbell Split Squat,AuxiliaryMechanicsCompoundForcePush,CompoundForcePush,Push,['Gluteus Maximus'],"['QuadricepsAdductor MagnusSoleus', 'Adductor MagnusSoleus', 'Soleus']","['Erector SpinaeGluteus MediusGluteus Minimus', 'Gluteus MediusGluteus Minimus', 'Gluteus Minimus']"
Lever Single Leg Seated Leg Curl (plate loaded),Basic or AuxiliaryMechanicsIsolatedForcePull,IsolatedForcePull,Pull,['Hamstrings'],"['GastrocnemiusGracilisSartoriusPopliteus', 'GracilisSartoriusPopliteus', 'SartoriusPopliteus', 'Popliteus']",['']
Lever Seated Leg Curl (plate loaded),BasicMechanicsIsolatedForcePull,IsolatedForcePull,Pull,['Hamstrings'],[],['']
Weighted Belt Squat,Basic or AuxiliaryMechanicsCompoundForcePush,CompoundForcePush,Push,['Gluteus Maximus'],"['QuadricepsAdductor MagnusSoleus', 'Adductor MagnusSoleus', 'Soleus']",['']
Self-assisted Inverse Leg Curl (on floor),BasicMechanicsIsolatedForcePull,IsolatedForcePull,Pull,['Hamstrings'],"['GastrocnemiusGracilisSartoriusPopliteusPectoralis Major, SternalPectoralis Major, ClavicularDeltoid, AnteriorBiceps BrachiiBrachialisWrist Flexors', 'GracilisSartoriusPopliteusPectoralis Major, SternalPectoralis Major, ClavicularDeltoid, AnteriorBiceps BrachiiBrachialisWrist Flexors', 'SartoriusPopliteusPectoralis Major, SternalPectoralis Major, ClavicularDeltoid, AnteriorBiceps BrachiiBrachialisWrist Flexors', 'PopliteusPectoralis Major, SternalPectoralis Major, ClavicularDeltoid, AnteriorBiceps BrachiiBrachialisWrist Flexors', 'Pectoralis Major, SternalPectoralis Major, ClavicularDeltoid, AnteriorBiceps BrachiiBrachialisWrist Flexors', 'Pectoralis Major, ClavicularDeltoid, AnteriorBiceps BrachiiBrachialisWrist Flexors', 'Deltoid, AnteriorBiceps BrachiiBrachialisWrist Flexors', 'Biceps BrachiiBrachialisWrist Flexors', 'BrachialisWrist Flexors', 'Wrist Flexors']","['Gluteus MaximusAdductor MagnusErector Spinae', 'Adductor MagnusErector Spinae', 'Erector Spinae']"
45° Hyperextension (arms crossed),Basic or AuxiliaryMechanicsCompoundForcePull,CompoundForcePull,Pull,['Erector Spinae'],"['Gluteus MaximusHamstringsAdductor Magnus', 'HamstringsAdductor Magnus', 'Adductor Magnus']",['No significant stabilizers']
Self-assisted Step-down,Basic or AuxiliaryMechanicsCompoundForcePush,CompoundForcePush,Push,['Quadriceps'],"['Gluteus MaximusAdductor MagnusSoleusGastrocnemius (following leg)', 'Adductor MagnusSoleusGastrocnemius (following leg)', 'SoleusGastrocnemius (following leg)', 'Gastrocnemius (following leg)']","['Erector SpinaeGluteus MediusGluteus MinimusQuadratus LumborumObliques', 'Gluteus MediusGluteus MinimusQuadratus LumborumObliques', 'Gluteus MinimusQuadratus LumborumObliques', 'Quadratus LumborumObliques', 'Obliques']"
Incline Straight Leg Raise,AuxiliaryMechanicsIsolatedForcePull,IsolatedForcePull,Pull,['Iliopsoas'],"['Tensor Fasciae LataeSartoriusPectineusRectus FemorisAdductor LongusAdductor Brevis', 'SartoriusPectineusRectus FemorisAdductor LongusAdductor Brevis', 'PectineusRectus FemorisAdductor LongusAdductor Brevis', 'Rectus FemorisAdductor LongusAdductor Brevis', 'Adductor LongusAdductor Brevis', 'Adductor Brevis']","['Rectus AbdominisObliquesQuadricepsPectoralis Major, SternalLatissimus DorsiTeres MajorDeltoid, PosteriorTriceps, Long Head', 'ObliquesQuadricepsPectoralis Major, SternalLatissimus DorsiTeres MajorDeltoid, PosteriorTriceps, Long Head', 'QuadricepsPectoralis Major, SternalLatissimus DorsiTeres MajorDeltoid, PosteriorTriceps, Long Head', 'Pectoralis Major, SternalLatissimus DorsiTeres MajorDeltoid, PosteriorTriceps, Long Head', 'Latissimus DorsiTeres MajorDeltoid, PosteriorTriceps, Long Head', 'Teres MajorDeltoid, PosteriorTriceps, Long Head', 'Deltoid, PosteriorTriceps, Long Head', 'Triceps, Long Head']"
Lever Bent-over Leg Curl,BasicMechanicsIsolatedForcePull,IsolatedForcePull,Pull,['Hamstrings'],"['GastrocnemiusSartoriusGracilis', 'SartoriusGracilis', 'Gracilis']","['Gluteus MediusGluteus Minimus', 'Gluteus Minimus']"
Cable Bench Press,Basic or AuxiliaryMechanicsCompoundForcePush,CompoundForcePush,Push,"['Pectoralis Major, Sternal']","['Pectoralis Major, ClavicularDeltoid, AnteriorTriceps Brachii', 'Deltoid, AnteriorTriceps Brachii', 'Triceps Brachii']",['']
Sissy Squat (on apparatus),AuxiliaryMechanicsIsolatedForcePush,IsolatedForcePush,Push,['Quadriceps'],['Synergists'],"['Rectus AbdominisObliquesIliopsoasTensor Fasciae LataePectineusSartoriusAdductor LongusAdductor Brevis', 'ObliquesIliopsoasTensor Fasciae LataePectineusSartoriusAdductor LongusAdductor Brevis', 'IliopsoasTensor Fasciae LataePectineusSartoriusAdductor LongusAdductor Brevis', 'Tensor Fasciae LataePectineusSartoriusAdductor LongusAdductor Brevis', 'PectineusSartoriusAdductor LongusAdductor Brevis', 'SartoriusAdductor LongusAdductor Brevis', 'Adductor LongusAdductor Brevis', 'Adductor Brevis']"
Pike on Power Wheel,AuxiliaryMechanicsIsolatedForcePull,IsolatedForcePull,Pull,['Iliopsoas'],"['Tensor Fasciae LataeSartoriusPectineusAdductor LongusAdductor Brevis', 'SartoriusPectineusAdductor LongusAdductor Brevis', 'PectineusAdductor LongusAdductor Brevis', 'Adductor LongusAdductor Brevis', 'Adductor Brevis']","['Rectus AbdominisObliquesPectoralis Major, SternalPectoralis Major, ClavicularPectoralis MinorSerratus AnteriorDeltoid, AnteriorTriceps BrachiiQuadriceps', 'ObliquesPectoralis Major, SternalPectoralis Major, ClavicularPectoralis MinorSerratus AnteriorDeltoid, AnteriorTriceps BrachiiQuadriceps', 'Pectoralis Major, SternalPectoralis Major, ClavicularPectoralis MinorSerratus AnteriorDeltoid, AnteriorTriceps BrachiiQuadriceps', 'Pectoralis Major, ClavicularPectoralis MinorSerratus AnteriorDeltoid, AnteriorTriceps BrachiiQuadriceps', 'Pectoralis MinorSerratus AnteriorDeltoid, AnteriorTriceps BrachiiQuadriceps', 'Serratus AnteriorDeltoid, AnteriorTriceps BrachiiQuadriceps', 'Deltoid, AnteriorTriceps BrachiiQuadriceps', 'Triceps BrachiiQuadriceps', 'Quadriceps']"
Dumbbell Reverse Calf Raise,Basic or AuxiliaryMechanicsIsolatedForcePull,IsolatedForcePull,Pull,['Tibialis Anterior'],['None'],"['Trapezius, UpperTrapezius, MiddleLevator Scapulae', 'Trapezius, MiddleLevator Scapulae', 'Levator Scapulae']"
Roman Chair Sit-up,AuxiliaryMechanicsIsolatedForcePull,IsolatedForcePull,Pull,['Iliopsoas'],"['Tensor Fasciae LataeRectus FemorisPectineusSartoriusAdductor LongusAdductor Brevis', 'Rectus FemorisPectineusSartoriusAdductor LongusAdductor Brevis', 'PectineusSartoriusAdductor LongusAdductor Brevis', 'SartoriusAdductor LongusAdductor Brevis', 'Adductor LongusAdductor Brevis', 'Adductor Brevis']","['Rectus AbdominisObliques', 'Obliques']"
Barbell Stiff Leg Deadlift,Basic or AuxiliaryMechanicsCompoundForcePull,CompoundForcePull,Pull,['Gluteus Maximus'],"['Erector SpinaeAdductor MagnusHamstrings', 'Adductor MagnusHamstrings', 'Hamstrings']","['QuadricepsTrapezius, MiddleRhomboidsLatissimus DorsiTrapezius, UpperLevator ScapulaeTrapezius, Lower', 'Trapezius, MiddleRhomboidsLatissimus DorsiTrapezius, UpperLevator ScapulaeTrapezius, Lower', 'RhomboidsLatissimus DorsiTrapezius, UpperLevator ScapulaeTrapezius, Lower', 'Latissimus DorsiTrapezius, UpperLevator ScapulaeTrapezius, Lower', 'Trapezius, UpperLevator ScapulaeTrapezius, Lower', 'Levator ScapulaeTrapezius, Lower', 'Trapezius, Lower']"
Lever Parallel Grip Incline Bench Press (plate loaded),Basic or AuxiliaryMechanicsCompoundForcePush,CompoundForcePush,Push,"['Pectoralis Major, Clavicular']","['Pectoralis Major, SternalDeltoid, AnteriorTriceps Brachii', 'Deltoid, AnteriorTriceps Brachii', 'Triceps Brachii']",['']
Triceps Dip,BasicMechanicsCompoundForcePush,CompoundForcePush,Push,['Triceps Brachii'],"['Deltoid, AnteriorPectoralis Major, SternalPectoralis Major, ClavicularPectoralis MinorRhomboidsLevator ScapulaeLatissimus Dorsi', 'Pectoralis Major, SternalPectoralis Major, ClavicularPectoralis MinorRhomboidsLevator ScapulaeLatissimus Dorsi', 'Pectoralis Major, ClavicularPectoralis MinorRhomboidsLevator ScapulaeLatissimus Dorsi', 'Pectoralis MinorRhomboidsLevator ScapulaeLatissimus Dorsi', 'RhomboidsLevator ScapulaeLatissimus Dorsi', 'Levator ScapulaeLatissimus Dorsi', 'Latissimus Dorsi']","['Trapezius, Lower']"
Lever Parallel Grip Incline Bench Press,Basic or AuxiliaryMechanicsCompoundForcePush,CompoundForcePush,Push,"['Pectoralis Major, Clavicular']","['Pectoralis Major, SternalDeltoid, AnteriorTriceps Brachii', 'Deltoid, AnteriorTriceps Brachii', 'Triceps Brachii']",['']
Barbell Straight-back Straight-leg Deadlift,Basic or AuxiliaryMechanicsIsolatedForcePull,IsolatedForcePull,Pull,['Hamstrings'],"['Gluteus MaximusAdductor Magnus', 'Adductor Magnus']","['Erector SpinaeTrapezius, MiddleRhomboidsTrapezius, UpperLevator ScapulaeTrapezius, Lower', 'Trapezius, MiddleRhomboidsTrapezius, UpperLevator ScapulaeTrapezius, Lower', 'RhomboidsTrapezius, UpperLevator ScapulaeTrapezius, Lower', 'Trapezius, UpperLevator ScapulaeTrapezius, Lower', 'Levator ScapulaeTrapezius, Lower', 'Trapezius, Lower']"
Lever Straight-leg Lying Hip Extension,AuxiliaryMechanicsIsolatedForcePull,IsolatedForcePull,Pull,['Hamstrings'],[],"['Erector SpinaeTrapezius, MiddleRhomboidsTrapezius, UpperLevator ScapulaeTrapezius, Lower', 'Trapezius, MiddleRhomboidsTrapezius, UpperLevator ScapulaeTrapezius, Lower', 'RhomboidsTrapezius, UpperLevator ScapulaeTrapezius, Lower', 'Trapezius, UpperLevator ScapulaeTrapezius, Lower', 'Levator ScapulaeTrapezius, Lower', 'Trapezius, Lower']"
Lever Barbell Single Leg Split Squat (plate loaded),AuxiliaryMechanicsCompoundForcePush,CompoundForcePush,Push,['Quadriceps'],"['Gluteus MaximusAdductor MagnusSoleus', 'Adductor MagnusSoleus', 'Soleus']","['Erector SpinaeGluteus MediusGluteus Minimus', 'Gluteus MediusGluteus Minimus', 'Gluteus Minimus']"
Suspended Inverted Row,Basic or AuxiliaryMechanicsCompoundForcePull,CompoundForcePull,Pull,"['Back, General']","['Trapezius, MiddleTrapezius, LowerRhomboidsLatissimus DorsiTeres MajorDeltoid, PosteriorInfraspinatusTeres MinorBrachialisBrachioradialisPectoralis Major, Sternal', 'Trapezius, LowerRhomboidsLatissimus DorsiTeres MajorDeltoid, PosteriorInfraspinatusTeres MinorBrachialisBrachioradialisPectoralis Major, Sternal', 'RhomboidsLatissimus DorsiTeres MajorDeltoid, PosteriorInfraspinatusTeres MinorBrachialisBrachioradialisPectoralis Major, Sternal', 'Latissimus DorsiTeres MajorDeltoid, PosteriorInfraspinatusTeres MinorBrachialisBrachioradialisPectoralis Major, Sternal', 'Teres MajorDeltoid, PosteriorInfraspinatusTeres MinorBrachialisBrachioradialisPectoralis Major, Sternal', 'Deltoid, PosteriorInfraspinatusTeres MinorBrachialisBrachioradialisPectoralis Major, Sternal', 'InfraspinatusTeres MinorBrachialisBrachioradialisPectoralis Major, Sternal', 'Teres MinorBrachialisBrachioradialisPectoralis Major, Sternal', 'BrachialisBrachioradialisPectoralis Major, Sternal', 'BrachioradialisPectoralis Major, Sternal', 'Pectoralis Major, Sternal']","['Erector SpinaeGluteus MaximusHamstrings', 'Gluteus MaximusHamstrings', 'Hamstrings']"
Dumbbell Decline Fly,AuxiliaryMechanicsIsolatedForcePush,IsolatedForcePush,Push,"['Pectoralis Major, Sternal']","['Pectoralis Major, ClavicularDeltoid, AnteriorBiceps Brachii, Short Head', 'Deltoid, AnteriorBiceps Brachii, Short Head', 'Biceps Brachii, Short Head']","['Biceps BrachiiBrachialisTriceps BrachiiWrist Flexors', 'BrachialisTriceps BrachiiWrist Flexors', 'Triceps BrachiiWrist Flexors', 'Wrist Flexors']"
Sit-up (arms down),BasicMechanicsCompoundForcePull,CompoundForcePull,Pull,['Rectus Abdominis'],"['IliopsoasTensor Fasciae LataeRectus FemorisSartoriusObliques', 'Tensor Fasciae LataeRectus FemorisSartoriusObliques', 'Rectus FemorisSartoriusObliques', 'SartoriusObliques', 'Obliques']",['Tibialis Anterior']
Suspended Chest Press,Basic or AuxiliaryMechanicsCompoundForcePush,CompoundForcePush,Push,"['Pectoralis Major, Sternal']","['Pectoralis Major, ClavicularDeltoid, AnteriorTriceps Brachii', 'Deltoid, AnteriorTriceps Brachii', 'Triceps Brachii']","['Rectus AbdominisObliquesPectoralis MinorSerratus AnteriorQuadricepsGastrocnemiusSoleus', 'ObliquesPectoralis MinorSerratus AnteriorQuadricepsGastrocnemiusSoleus', 'Pectoralis MinorSerratus AnteriorQuadricepsGastrocnemiusSoleus', 'Serratus AnteriorQuadricepsGastrocnemiusSoleus', 'QuadricepsGastrocnemiusSoleus', 'GastrocnemiusSoleus', 'Soleus']"
Cable Standing Shoulder External Rotation,AuxiliaryMechanicsIsolatedForcePull,IsolatedForcePull,Pull,['Infraspinatus'],"['Teres MinorDeltoid, Posterior', 'Deltoid, Posterior']","['RhomboidsTrapezius, LowerDeltoid, LateralWrist Extensors', 'Trapezius, LowerDeltoid, LateralWrist Extensors', 'Deltoid, LateralWrist Extensors', 'Wrist Extensors']"
Sled Vertical Leg Press,BasicMechanicsCompoundForcePush,CompoundForcePush,Push,['Quadriceps'],"['Gluteus MaximusAdductor MagnusSoleus', 'Adductor MagnusSoleus', 'Soleus']",['']
Lever Straight Leg Deadlift (plate loaded),BasicMechanicsCompoundForcePull,CompoundForcePull,Pull,['Hamstrings'],"['Erector SpinaeGluteus MaximusAdductor Magnus', 'Gluteus MaximusAdductor Magnus', 'Adductor Magnus']","['Trapezius, MiddleRhomboidsLatissimus DorsiTrapezius, UpperLevator ScapulaeTrapezius, Lower', 'RhomboidsLatissimus DorsiTrapezius, UpperLevator ScapulaeTrapezius, Lower', 'Latissimus DorsiTrapezius, UpperLevator ScapulaeTrapezius, Lower', 'Trapezius, UpperLevator ScapulaeTrapezius, Lower', 'Levator ScapulaeTrapezius, Lower', 'Trapezius, Lower']"
Cable Reverse Wrist Curl,Basic or AuxiliaryMechanicsIsolatedForcePull,IsolatedForcePull,Pull,['Wrist Extensors'],['None'],['No significant stabilizers']
Safety Barbell Squat (long handles),BasicMechanicsCompoundForcePush,CompoundForcePush,Push,['Quadriceps'],"['Gluteus MaximusAdductor MagnusSoleus', 'Adductor MagnusSoleus', 'Soleus']",['Erector Spinae']
Lever Single Leg 45° Leg Press,AuxiliaryMechanicsCompoundForcePush,CompoundForcePush,Push,['Quadriceps'],"['Gluteus MaximusAdductor MagnusSoleus', 'Adductor MagnusSoleus', 'Soleus']",['']
Lying Leg Raise (on floor),AuxiliaryMechanicsIsolatedForcePull,IsolatedForcePull,Pull,['Iliopsoas'],"['Tensor Fasciae LataePectineusSartoriusAdductor LongusAdductor Brevis', 'PectineusSartoriusAdductor LongusAdductor Brevis', 'SartoriusAdductor LongusAdductor Brevis', 'Adductor LongusAdductor Brevis', 'Adductor Brevis']","['Rectus AbdominisObliquesQuadriceps', 'ObliquesQuadriceps', 'Quadriceps']"
Sled Single Leg Hack Squat,AuxiliaryMechanicsCompoundForcePush,CompoundForcePush,Push,['Quadriceps'],"['Gluteus MaximusAdductor MagnusSoleus', 'Adductor MagnusSoleus', 'Soleus']","['Gluteus MediusGluteus Minimus', 'Gluteus Minimus']"
Lever Parallel Grip Chest Press,BasicMechanicsCompoundForcePush,CompoundForcePush,Push,"['Pectoralis Major, Sternal']","['Pectoralis Major, ClavicularDeltoid, AnteriorTriceps Brachii', 'Deltoid, AnteriorTriceps Brachii', 'Triceps Brachii']",['']
Single Leg Half Squat,Basic or AuxiliaryMechanicsCompoundForcePush,CompoundForcePush,Push,['Quadriceps'],"['Gluteus MaximusAdductor MagnusSoleus', 'Adductor MagnusSoleus', 'Soleus']","['Erector SpinaeGluteus MediusGluteus MinimusQuadratus LumborumObliques', 'Gluteus MediusGluteus MinimusQuadratus LumborumObliques', 'Gluteus MinimusQuadratus LumborumObliques', 'Quadratus LumborumObliques', 'Obliques']"
Cable Bar Standing Chest Press,AuxiliaryMechanicsCompoundForcePush,CompoundForcePush,Push,"['Pectoralis Major, Sternal']","['Pectoralis Major, ClavicularDeltoid, AnteriorTriceps BrachiiPectoralis Minor', 'Deltoid, AnteriorTriceps BrachiiPectoralis Minor', 'Triceps BrachiiPectoralis Minor', 'Pectoralis Minor']",['']
Self-assisted Squat (on suspension trainer),BasicMechanicsCompoundForcePush,CompoundForcePush,Push,['Gluteus Maximus'],"['QuadricepsAdductor MagnusSoleus', 'Adductor MagnusSoleus', 'Soleus']",['']
Lever Split Squat (plate loaded),AuxiliaryMechanicsCompoundForcePush,CompoundForcePush,Push,['Gluteus Maximus'],"['QuadricepsAdductor MagnusSoleus', 'Adductor MagnusSoleus', 'Soleus']","['Erector SpinaeTrapezius, UpperTrapezius, LowerLevator ScapulaeGluteus MediusGluteus Minimus', 'Trapezius, UpperTrapezius, LowerLevator ScapulaeGluteus MediusGluteus Minimus', 'Trapezius, LowerLevator ScapulaeGluteus MediusGluteus Minimus', 'Levator ScapulaeGluteus MediusGluteus Minimus', 'Gluteus MediusGluteus Minimus', 'Gluteus Minimus']"
Dumbbell Lying Row,BasicMechanicsCompoundForcePull,CompoundForcePull,Pull,"['Back, General']","['Trapezius, MiddleTrapezius, LowerRhomboidsLatissimus DorsiTeres MajorDeltoid, PosteriorInfraspinatusTeres MinorBrachialisBrachioradialisPectoralis Major, Sternal', 'Trapezius, LowerRhomboidsLatissimus DorsiTeres MajorDeltoid, PosteriorInfraspinatusTeres MinorBrachialisBrachioradialisPectoralis Major, Sternal', 'RhomboidsLatissimus DorsiTeres MajorDeltoid, PosteriorInfraspinatusTeres MinorBrachialisBrachioradialisPectoralis Major, Sternal', 'Latissimus DorsiTeres MajorDeltoid, PosteriorInfraspinatusTeres MinorBrachialisBrachioradialisPectoralis Major, Sternal', 'Teres MajorDeltoid, PosteriorInfraspinatusTeres MinorBrachialisBrachioradialisPectoralis Major, Sternal', 'Deltoid, PosteriorInfraspinatusTeres MinorBrachialisBrachioradialisPectoralis Major, Sternal', 'InfraspinatusTeres MinorBrachialisBrachioradialisPectoralis Major, Sternal', 'Teres MinorBrachialisBrachioradialisPectoralis Major, Sternal', 'BrachialisBrachioradialisPectoralis Major, Sternal', 'BrachioradialisPectoralis Major, Sternal', 'Pectoralis Major, Sternal']",['']
Sissy Squat,AuxiliaryMechanicsIsolatedForcePush,IsolatedForcePush,Push,['Quadriceps'],['None'],"['Gluteus MaximusSoleusGastrocnemiusRectus AbdominisObliques', 'SoleusGastrocnemiusRectus AbdominisObliques', 'GastrocnemiusRectus AbdominisObliques', 'Rectus AbdominisObliques', 'Obliques']"
